0	0	1.00657	1.00076	-0.00274612
0	0.01	1.00094	1.00562	-0.00302985
0	0.02	1.00233	1.00972	-5.85373e-05
0	0.03	1.00116	1.00656	-0.00163396
0	0.04	1.00309	1.00961	0.00339129
0	0.05	1.00245	1.00748	0.00060858
0	0.06	1.0034	1.00538	0.00386058
0	0.07	1.00976	1.00962	7.98733e-05
0	0.08	1.00743	1.00366	0.00429077
0	0.09	1.00994	1.00762	-0.00168578
0	0.1	1.00201	1.00721	0.00325072
0	0.11	1.00983	1.00732	0.0022223
0	0.12	1.00526	1.00845	-7.3856e-05
0	0.13	1.0037	1.00922	0.00189789
0	0.14	1.00286	1.00603	0.00163723
0	0.15	1.00193	1.00762	-0.000195995
0	0.16	1.00091	1.00283	0.00341927
0	0.17	1.00261	1.00752	0.00383727
0	0.18	1.00804	1.00916	0.00298658
0	0.19	1.0005	1.00001	0.00367668
0	0.2	1.00891	1.0061	0.000319759
0	0.21	1.00918	1.00706	0.00402402
0	0.22	1.00667	1.00793	0.00285746
0	0.23	1.00029	1.0072	-0.00214587
0	0.24	1.0093	1.00706	0.00304058
0	0.25	1.0081	1.0043	-0.00396912
0	0.26	1.00597	1.00483	0.0032174
0	0.27	1.00985	1.0007	-0.00104709
0	0.28	1.00651	1.00819	0.00380233
0	0.29	1.00071	1.00003	-0.00483014
0	0.3	1.00489	1.00364	0.00167256
0	0.31	1.00579	1.0079	-0.00370655
0	0.32	1.00901	1.0091	0.00480866
0	0.33	1.00409	1.00602	-0.00132901
0	0.34	1.00829	1.00121	0.00239675
0	0.35	1.00717	1.00412	-0.00472158
0	0.36	1.00943	1.00908	0.00476339
0	0.37	1.00322	1.00195	-0.00315197
0	0.38	1.00983	1.00521	-0.000445208
0	0.39	1.0024	1.00411	-0.00313728
0	0.4	1.00666	1.00609	-0.00226016
0	0.41	1.00845	1.00283	-0.00466091
0	0.42	1.00907	1.00283	-0.00110331
0	0.43	1.00174	1.00261	0.000338164
0	0.44	1.00853	1.00284	-0.00158039
0	0.45	1.00337	1.00658	0.00234769
0	0.46	1.00262	1.00392	-0.00261177
0	0.47	1.00899	1.00279	-0.000873642
0	0.48	1.0017	1.00186	-0.00435161
0	0.49	1.0075	1.00747	-0.00042991
0	0.5	1.00951	1.00827	0.00268325
0	0.51	1.00245	1.00407	-0.00382928
0	0.52	1.0063	1.00935	0.00369178
0	0.53	1.0027	1.00774	0.00477522
0	0.54	1.00205	1.0042	-0.000165818
0	0.55	1.00809	1.00556	-0.00107491
0	0.56	1.00899	1.00509	0.00488114
0	0.57	1.00229	1.00103	-0.000104431
0	0.58	1.00983	1.00591	-0.00396107
0	0.59	1.00129	1.00609	0.00100946
0	0.6	1.00101	1.00698	0.00481983
0	0.61	1.00181	1.0009	0.00035071
0	0.62	1.00937	1.00109	-0.00328121
0	0.63	1.0077	1.00094	-0.00360753
0	0.64	1.00328	1.0035	-0.00306772
0	0.65	1.00577	1.00269	0.00303386
0	0.66	1.00501	1.00561	0.00470809
0	0.67	1.00382	1.00127	0.00340251
0	0.68	1.00102	1.00892	-0.000498408
0	0.69	1.00825	1.0041	0.00290495
0	0.7	1.00849	1.00205	0.00394737
0	0.71	1.00843	1.00418	-0.00288418
0	0.72	1.00052	1.00433	0.00357982
0	0.73	1.00104	1.00054	-0.000800088
0	0.74	1.00792	1.00499	-0.00341977
0	0.75	1.00894	1.0093	0.00396185
0	0.76	1.00185	1.00166	0.00386912
0	0.77	1.00331	1.00069	0.00072463
0	0.78	1.00387	1.00646	0.00169763
0	0.79	1.00698	1.00918	-0.00167834
0	0.8	1.00707	1.00664	0.00179274
0	0.81	1.00563	1.00182	-0.00367916
0	0.82	1.00942	1.00804	-0.00262909
0	0.83	1.00781	1.00304	-0.00374693
0	0.84	1.00038	1.00514	0.0017382
0	0.85	1.0089	1.00584	-0.00280307
0	0.86	1.00374	1.00824	-0.00256637
0	0.87	1.00209	1.00806	-0.0040226
0	0.88	1.00724	1.00236	-0.00301522
0	0.89	1.00812	1.00973	0.00288766
0	0.9	1.00788	1.00803	0.00109227
0	0.91	1.00278	1.00547	-0.00333521
0	0.92	1.00019	1.00198	0.00148156
0	0.93	1.00557	1.0098	0.00323997
0	0.94	1.00918	1.0016	-0.00453307
0	0.95	1.00765	1.00755	6.16027e-05
0	0.96	1.00035	1.00358	0.00164939
0	0.97	1.00629	1.00894	-0.00337259
0	0.98	1.0018	1.00512	0.00343613
0	0.99	1.0061	1.00898	-0.00258134
0	1	1.00049	1.00885	0.00188662
0	1.01	1.0034	1.00555	-0.00375138
0	1.02	1.00556	1.00734	0.0028177
0	1.03	1.00213	1.00951	1.86891e-05
0	1.04	1.0091	1.00166	0.00356375
0	1.05	1.0009	1.00756	0.00473317
0	1.06	1.00545	1.00498	0.000449826
0	1.07	1.00522	1.00799	0.00199195
0	1.08	1.00369	1.0021	-0.00298719
0	1.09	1.00937	1.0017	0.000121635
0	1.1	1.00932	1.00605	0.00263436
0	1.11	1.00062	1.00899	0.0031927
0	1.12	1.00468	1.00096	0.00226057
0	1.13	1.00845	1.00851	0.00499008
0	1.14	1.00321	1.00664	0.0015034
0	1.15	1.00268	1.00709	2.54668e-05
0	1.16	1.00302	1.00312	-0.00186856
0	1.17	1.00019	1.00946	0.000656709
0	1.18	1.00231	1.00232	0.000949353
0	1.19	1.00077	1.00936	0.00418078
