0	0	1.0074	1.00176	0.00382987
0	0.01	1.00724	1.00211	-0.00458587
0	0.02	1.00461	1.00737	0.000467135
0	0.03	1.00129	1.00373	0.00268376
0	0.04	1.00889	1.00265	-0.0020737
0	0.05	1.00494	1.00838	-0.00431221
0	0.06	1.00236	1.00381	-0.00315331
0	0.07	1.00303	1.00077	0.00365491
0	0.08	1.00894	1.00892	-0.000454568
0	0.09	1.00611	1.0087	0.00183536
0	0.1	1.00235	1.00913	0.00146582
0	0.11	1.00476	1.0063	-0.00302067
0	0.12	1.00159	1.00395	0.00252917
0	0.13	1.00841	1.0049	-0.00455878
0	0.14	1.00177	1.00489	-0.00109136
0	0.15	1.00916	1.00555	-0.00414481
0	0.16	1.00578	1.00032	-0.00290272
0	0.17	1.00947	1.0095	-0.00299447
0	0.18	1.00268	1.00103	0.00369158
0	0.19	1.00315	1.0025	-0.000156459
0	0.2	1.00523	1.00593	-0.00485637
0	0.21	1.00829	1.00364	0.00140805
0	0.22	1.00835	1.00559	0.0038507
0	0.23	1.00542	1.00225	0.00013599
0	0.24	1.0097	1.00205	-0.00446604
0	0.25	1.00385	1.00161	0.00350188
0	0.26	1.00435	1.00976	0.000115211
0	0.27	1.00477	1.00911	0.00405186
0	0.28	1.0023	1.00157	-0.00320541
0	0.29	1.00204	1.00664	-0.00316463
0	0.3	1.00616	1.00263	-0.00287414
0	0.31	1.00986	1.00421	-0.00352957
0	0.32	1.00267	1.00521	0.00334973
0	0.33	1.0015	1.0005	0.00245876
0	0.34	1.00209	1.00455	0.000708045
0	0.35	1.00061	1.00266	0.00127935
0	0.36	1.00165	1.0069	-0.00236154
0	0.37	1.00605	1.00911	-0.00234409
0	0.38	1.00703	1.00443	-0.00132022
0	0.39	1.00738	1.0016	0.00483633
0	0.4	1.00951	1.00186	-0.00237617
0	0.41	1.00805	1.00732	0.00395046
0	0.42	1.00468	1.00102	0.00234384
0	0.43	1.00678	1.00043	-0.000659
0	0.44	1.00301	1.00133	0.000748446
0	0.45	1.00519	1.00189	0.00153801
