0	0	1.00077	1.00297	-0.00147961
0	0.01	1.00575	1.00345	0.00312011
0	0.02	1.0056	1.00673	0.00402132
0	0.03	1.00094	1.00523	-0.00388148
0	0.04	1.00969	1.00811	-0.00345571
0	0.05	1.00582	1.00219	0.00175566
0	0.06	1.00723	1.00446	-0.00194871
0	0.07	1.00149	1.00848	5.37832e-05
0	0.08	1.00583	1.00826	-0.000263514
0	0.09	1.00624	1.00516	0.00225069
0	0.1	1.0015	1.00242	-0.000481361
0	0.11	1.0067	1.00074	0.00249459
0	0.12	1.00143	1.00879	-0.00321155
0	0.13	1.00464	1.0075	-0.00276214
0	0.14	1.00413	1.00448	-0.00101302
0	0.15	1.00818	1.00663	0.00217117
0	0.16	1.00552	1.00266	-0.00165559
0	0.17	1.0003	1.00157	-0.00338028
0	0.18	1.00975	1.00878	0.0049984
0	0.19	1.00001	1.00754	-0.00415837
0	0.2	1.00757	1.00424	-0.00055493
0	0.21	1.00289	1.0081	-0.00443605
0	0.22	1.00592	1.00296	0.0024609
0	0.23	1.00639	1.00076	0.000701773
0	0.24	1.00771	1.00669	-0.00297085
0	0.25	1.00616	1.00486	0.00124349
0	0.26	1.00422	1.0066	-0.00220981
0	0.27	1.00707	1.00276	0.00334368
0	0.28	1.00854	1.00947	0.00480615
0	0.29	1.0097	1.00086	-0.00107865
0	0.3	1.00336	1.00448	0.00144136
0	0.31	1.00936	1.00561	-0.0002066
0	0.32	1.00235	1.00338	-0.00264375
0	0.33	1.00703	1.00424	-0.00019176
0	0.34	1.00653	1.00129	0.00341379
0	0.35	1.00262	1.00902	0.000326451
0	0.36	1.00481	1.00626	-0.00310936
0	0.37	1.00819	1.00321	-6.47329e-05
0	0.38	1.00667	1.00616	-0.00117972
0	0.39	1.0096	1.00166	-0.000168114
0	0.4	1.00722	1.00123	-0.00206205
0	0.41	1.00404	1.00882	0.00282023
0	0.42	1.00514	1.00959	-0.00116608
0	0.43	1.00676	1.00023	0.00116785
0	0.44	1.00998	1.00507	-0.000127316
0	0.45	1.00129	1.00339	0.0046873
0	0.46	1.0023	1.00758	0.00443917
0	0.47	1.00547	1.0054	0.000300763
0	0.48	1.00295	1.00539	0.00422549
0	0.49	1.00117	1.00551	-0.000773931
0	0.5	1.00092	1.00726	-0.00036243
0	0.51	1.00834	1.00596	-0.00292196
0	0.52	1.00112	1.00318	-0.00216498
0	0.53	1.00091	1.00443	-0.00128581
0	0.54	1.00314	1.00025	0.00346075
0	0.55	1.00746	1.00051	0.00192702
0	0.56	1.0026	1.0005	-0.00256287
0	0.57	1.0055	1.00297	-0.00121846
0	0.58	1.00257	1.00175	0.001206
0	0.59	1.00491	1.00139	0.000482462
0	0.6	1.00028	1.00463	0.00292121
0	0.61	1.00788	1.00163	0.00327632
0	0.62	1.00157	1.00495	0.00158711
0	0.63	1.0076	1.0029	0.00174116
0	0.64	1.00964	1.0014	-0.00294883
0	0.65	1.00776	1.00635	0.00335339
0	0.66	1.00703	1.00733	0.000482825
0	0.67	1.00824	1.00199	-0.00243874
0	0.68	1.00043	1.00243	0.000100631
0	0.69	1.00417	1.00091	-0.00380345
0	0.7	1.00382	1.00524	-0.00272245
0	0.71	1.00632	1.00563	-0.00447867
0	0.72	1.00685	1.00286	-0.00170408
0	0.73	1.00833	1.00281	0.00207468
0	0.74	1.00948	1.00306	0.000422592
0	0.75	1.00614	1.0087	0.00273373
0	0.76	1.00067	1.00663	-0.00430032
0	0.77	1.00992	1.00478	-0.000392927
0	0.78	1.00619	1.00823	-0.00358122
0	0.79	1.00297	1.00842	-0.00447281
0	0.8	1.00479	1.0021	0.00238674
0	0.81	1.00664	1.00173	-0.00433678
0	0.82	1.00346	1.00655	0.00269658
0	0.83	1.0067	1.0039	-0.00113571
0	0.84	1.00107	1.00308	0.00471366
0	0.85	1.00405	1.00483	0.00303112
0	0.86	1.00792	1.00442	-0.00303217
0	0.87	1.00073	1.00391	-0.000124742
0	0.88	1.00465	1.00113	-0.000734299
0	0.89	1.00897	1.00483	-0.00147315
0	0.9	1.00204	1.00446	0.00165995
0	0.91	1.00004	1.00055	-0.00393778
0	0.92	1.00967	1.00066	-0.00115107
0	0.93	1.00696	1.00949	0.00156269
0	0.94	1.00698	1.00243	-0.00237182
0	0.95	1.00731	1.00777	-0.00334588
0	0.96	1.0048	1.00038	0.00473895
